X,Y,Z
0.8562554995020785,0.4396352857768205,0.08956198486961962
0.4286406953462179,0.7872386981981999,0.2924018146678064
0.8656344310326803,0.5050736530864773,0.6943756061005445
0.2187273787012345,0.7747955292355994,0.6841231177310968
0.5797721870438188,0.5894021569819455,0.628429184856651
0.7796726280460333,0.7751256022810386,0.7515880614250986
0.42992759979281364,0.43794072571797366,0.49671452689079115
0.8341709115400855,0.8480349285146129,0.8724059846457853
0.25737969787529225,0.23114562995501228,0.16215031488518003
0.6956229720478689,0.6403269801339847,0.49649579778350456
0.6613410855828423,0.6981456092602906,0.829004494067772
0.6376270100969773,0.6280990596005308,0.3316180732620685
0.7868416569641307,0.7234555432363374,0.7687910320325027
0.4111876190622534,0.542610273712141,0.4775933743419148
0.8285235539281441,0.8427097799189257,0.8456528440621143
0.2805992705249775,0.2487154102476577,0.24630740597531345
0.7174397230797677,0.6694684147522747,0.6797902554073715
0.5848142776527454,0.6562039977680905,0.6598499836612939
0.7672936437940029,0.6998527718727622,0.6996709933384645
0.4708133235287809,0.5917842908321262,0.6268780401270828
0.8234316346861937,0.7969584012875823,0.758708661045119
0.31957625040578724,0.3724488736901082,0.47673717213992084
0.7465290426611847,0.8272466334744301,0.8769824719469587
0.46831482077457515,0.3142392265408768,0.1546673940294928
0.8941694026644844,0.7530008988801942,0.47730272216292974
0.2004430770716469,0.4553856761394369,0.8121363849425929
0.5372233612313719,0.889370144294923,0.444940519788134
0.835630439918312,0.1992622787600177,0.7976533861696502
0.27718428244000637,0.532257900912972,0.5512172442817972
0.6848575654921948,0.8792697069838267,0.8351525101596223
0.5939598240698478,0.18297828754886686,0.26162488430263103
0.8447990151241763,0.5214446101760492,0.7123687913195456
0.27285845372540124,0.7809392963136563,0.6461533706253432
0.6650534910619351,0.5596285142542478,0.689424049228346
0.6601698190385479,0.7838026570250118,0.6752440307271035
0.671352211612022,0.45384459365019975,0.6461717910852464
0.6619447066449136,0.8201714334305537,0.7610065822744426
0.648213380983133,0.35849675570350814,0.4676653563280151
0.7369976674331047,0.7746311175668757,0.8787488634467636
0.4933413252450163,0.4512990459154626,0.1649846183141607
0.9001317788605571,0.846893803352878,0.4933658923404646
0.1765496335947414,0.21632302596685785,0.7907468604820339
0.49216352388390255,0.6156421352909006,0.5662224589132087
0.8255358996370618,0.7678298261667161,0.804985481653987
0.3019523469084959,0.4438312879600086,0.3761468741105602
0.7286248782976524,0.8753452993640962,0.826507424583191
0.5188128456645711,0.18230939176750488,0.2864486522494225
0.8696833611238174,0.5271583727291039,0.7544755293030406
0.19010253501892416,0.7668576458558349,0.561133511851873
0.529155038595623,0.6147912039726977,0.7762262416511327
0.7830607598308016,0.7680986173055809,0.4903121745185752
0.4955166166806117,0.45296335803854026,0.8153238547915709
0.7846168444846272,0.8441440031753972,0.445073219244506
0.5043576393499172,0.25759948635363844,0.8027636019295065
0.7797924299699017,0.6663575940735247,0.5260627008642684
0.48869968514378415,0.6392124450241127,0.8192596695635352
