X,Y,Z
0.8562554995020785,0.4396352857768205,0.08956198486961962
0.42874470506020135,0.7879378506880063,0.2875118485356703
0.8669462995329448,0.5035432643382741,0.6848451284342272
0.21331692598688076,0.7744780917671041,0.7020477674463841
0.5682639301044697,0.5912795311503843,0.5957853210450019
0.796676302700701,0.7743079651877434,0.785129902762037
0.3790839341180137,0.43657148104116633,0.41470434791447514
0.8183821080525173,0.8550632586416272,0.8582561128989935
0.3051461371746943,0.21323253372150786,0.2050027260899823
0.7669971877050675,0.6013738674546255,0.5929030399425919
0.5002831526539785,0.7264769033639554,0.781969869973962
0.7893819257284661,0.6212312827217646,0.44067833274967055
0.5009978512929586,0.6963787261504062,0.8409330041418688
0.7832568613613982,0.6600164837670587,0.30141855097871134
0.5472439379994909,0.6509174561847935,0.7183914645923757
0.7797041219991525,0.7206036923117322,0.6106826077740115
0.46159480271213965,0.5505084420647597,0.7439541142150798
0.808754829352316,0.8333214909643675,0.5711505010122845
0.4158104816702669,0.2736269439528675,0.763307975350229
0.7835878370829901,0.6967044567691196,0.6161910833024861
0.46441037154735143,0.5897631190676401,0.7495470802206708
0.7993769593797763,0.8046442122977845,0.5473167045134357
0.4339933254389029,0.35893730255099765,0.7780551550140004
0.7850271485609686,0.7975329485897885,0.5600954319598401
0.4685493362903136,0.3853856690958317,0.7752068357239585
0.7926512193579279,0.8160898137839,0.5478750492329983
0.45838716370512966,0.3304836925081723,0.7746252215533227
0.793620110381548,0.772470124218361,0.5736030593937453
0.4549466950335167,0.43362772956446494,0.7635711034145837
0.7915829330052332,0.8500282587589391,0.5698267502153107
0.44517029596865576,0.23244822651810815,0.7503402339293851
0.8051441092107715,0.6339628600453202,0.645538543767395
0.3926342363841574,0.6934134897163847,0.7242491159944866
0.7718995830969801,0.6916627342966483,0.5817300222276489
0.4889406367560633,0.6030429712972742,0.780278649828034
0.7870057999406476,0.7974821889669597,0.48724868314903114
0.48211975670784674,0.38693797226371685,0.8076135184458443
0.7822605839971861,0.8167386680104742,0.4750194083602882
0.49931744855684274,0.33376388263099976,0.8027510614580161
0.7904885311077705,0.7726192031639613,0.5076468084696255
0.47655075282195414,0.4440831791735645,0.804825229227666
0.7851863586915312,0.8479222315097091,0.4588493322955395
0.5043556962398142,0.24402768347891673,0.8035386481669935
0.7810293461909891,0.6349497124318991,0.5263224944294432
0.4943863168882428,0.6944216301405364,0.8229752743255052
0.7669443874035988,0.6738012861896365,0.348166861759771
0.5640116567131682,0.6347232810390496,0.7675830323290012
0.7560294424761462,0.7481389413166334,0.5040102211971264
0.5513096551617465,0.5030652272912267,0.813183732105812
0.7523848276482683,0.8340785238893883,0.42588704098538394
0.583548746520106,0.2964510335352461,0.8014529629960487
0.7382214230357966,0.7172246718834281,0.5214048112570265
0.5817033947068069,0.5702567107334768,0.8241434936269638
0.7351061067564871,0.7955103502473085,0.38417723708053453
0.6172605900648062,0.40108727069777755,0.7872048880685482
0.6978066241193118,0.7977001052216601,0.5221046515470718
0.6548168253617687,0.40552375517454575,0.8054303802198016
0.654481535216913,0.8115387113226764,0.47281395240987506
