X,Y,W,Z
0.8139578988362058,0.5861132997978723,0.3424185660480112,0.48883713873633183
0.39086309585427015,0.7507886408252396,0.7452910241587403,0.8961743969441835
0.7620976802554816,0.2640427189883097,0.6220466298024586,0.12334629270733109
0.5972092553883351,0.6442543257150563,0.7379566141245402,0.40120850457398716
0.766047770619635,0.5912060111072829,0.5832802859435845,0.8026878511483452
0.5249352502639785,0.5786543463474084,0.725483263023548,0.43871534859015326
0.8167725964003218,0.6663998515976282,0.597583000844378,0.8085116768988984
0.3695245404714359,0.5017347182529189,0.7308914785622241,0.4134303701795024
0.7787886499681794,0.7222719798379508,0.6512500335657728,0.8212857498938908
0.4357211647572465,0.37346433890994213,0.6718996082684462,0.35540999338527296
0.856666883625575,0.7437895749206518,0.6952486345013618,0.7598692229773455
0.23263840171526043,0.3401465552117908,0.5836905873616819,0.5086005207774389
0.6490696742231062,0.712677999794879,0.8752391067792608,0.8440058997294766
0.6888697587251128,0.32964432359619106,0.20638406263965675,0.23860983131892619
0.680006197727831,0.771613086412365,0.5549209693362722,0.6633161195376174
0.6169662337949179,0.3140872426015813,0.77535709567405,0.7220003880717232
0.8220887644781029,0.6525570132327246,0.48823593349124444,0.5558998890041525
0.3543750153235049,0.5911094854392108,0.7594671887784287,0.8401466759373284
0.7476234655926723,0.554482070942766,0.580058612257314,0.2918146233804993
0.5759010712053153,0.7587415534661204,0.7457100245547972,0.684405988620621
0.7502708996935622,0.29987906315955104,0.5442104359028543,0.631034067646117
0.6129112420271494,0.6528026954434097,0.7881144220080474,0.7560835416344733
0.7363710460263385,0.5027058210715665,0.4515098894762501,0.5006672802503264
0.5852581925946877,0.7614926995071336,0.8101377347042327,0.8559305236250129
0.7339583065253185,0.2313320055608971,0.411353045829784,0.21364620618370012
0.644396976256616,0.5896454751850558,0.7951899239788358,0.6067664213600047
0.7032238540661017,0.6203146933505387,0.42422303574536246,0.727483273912738
0.6027468948276871,0.6171364348265277,0.8035605798379191,0.6379603258273415
0.7470275244489649,0.5604697431985105,0.42368254019994944,0.70124027977163
0.5512850912079843,0.7047831108491566,0.7975645687459071,0.6865026647095762
0.7785787840691162,0.4021734067337701,0.44330856054161405,0.6038824006514958
0.5397708302865352,0.7535312408680499,0.7834752044708457,0.8055534798551066
0.8022868995754601,0.2871443404416845,0.48899308354251364,0.35909437236743724
0.502593029920893,0.660380965714902,0.7870611486632295,0.8014846756135522
0.8005298133971731,0.45512559100967365,0.48576874223227806,0.39028109091560415
0.46310117159041037,0.7593505688358243,0.7738709101784991,0.8611495570001926
0.7918770493780627,0.2407917450374861,0.5181272287991718,0.2246116412652696
0.5645937633961917,0.6301412459029856,0.7814932057478763,0.6149857319244986
0.7981072207170958,0.5657552417859264,0.47784585008183117,0.728596917971783
0.4414933400473441,0.685449948959537,0.7962553489186207,0.6292575551919363
0.8149321069175628,0.466430462036466,0.4580525921932842,0.7162306887825414
0.41055280281745465,0.747836835723794,0.7834897902631217,0.6712418025351881
0.7757725899039352,0.3064853739825022,0.5173026755736969,0.6640493666753087
0.5436452579632206,0.6621215745508879,0.7956031874094027,0.7364467308449597
0.7992485394520316,0.4846960665621121,0.4336852313476366,0.5248761279595648
0.45358183746814595,0.7747408883654555,0.8154439729946512,0.8262877032702451
0.791577354479052,0.21167901689108226,0.4206363549375705,0.30446217997434427
0.5454657427705889,0.5744835237296421,0.7905827118283095,0.7617766587561955
0.8002005269225918,0.6022375216183764,0.46669286203465604,0.4766255394218804
0.4207508066563271,0.6918920153928579,0.7931926934451309,0.8826009519699594
0.8015938512957589,0.3862889562429304,0.48036999845897965,0.14818574825311168
0.4805369527968092,0.8078258689979158,0.7753966553343085,0.4486030016170617
0.809800348851864,0.22490309212917597,0.49981234953094117,0.8526232629528642
0.5152463358132953,0.5636503457151876,0.7841898975839346,0.32165777637215776
0.8267492523869927,0.671921029595909,0.48589088740434844,0.7366315734412543
0.32954391373561653,0.5229527627971293,0.7867750815614325,0.6010932264233979
0.7397521567478836,0.6748927011205991,0.5453325645256741,0.74002585461004
0.503950496812726,0.5027865270130246,0.7762850857194877,0.5909740234468387
0.8287304396903391,0.6918907600940325,0.5236199265889473,0.7420875026585712
0.3174264603063198,0.4804125101883059,0.8021907310706735,0.5856831549068349
0.7160729071778169,0.6764097823644032,0.5130478634465928,0.7591750797822915
0.5741898832857484,0.518336871202223,0.7792902381189681,0.5482814317416755
0.8113822790411278,0.653090934452535,0.4733311165994035,0.7549257009237998
0.3731793738900423,0.5574007719783727,0.7962631357749542,0.5729842386528309
0.7788649885565064,0.6577115357466056,0.5004179762108147,0.7795971602736897
0.4596063647854395,0.5500609017699594,0.8305208801734026,0.5039973919605929
0.8155848847113689,0.6376025296176855,0.374984527431102,0.8207514915853844
0.36434270042922257,0.5940221365778615,0.7795393870879616,0.4370850559906581
0.7659399009768195,0.6503513107299367,0.5479686542855203,0.7970132871729378
0.4893267027210891,0.5335530057647583,0.7874613910463114,0.45100348281339464
0.8313339515232865,0.6908430670970113,0.478520079939983,0.793214547557914
0.3060886666129008,0.4787822728416474,0.7985809300499703,0.4941146978209779
0.7208690843349761,0.7014406682307915,0.4964869063637698,0.810857723587641
0.573645808992126,0.46976674099839544,0.7910795477033431,0.4397003044284289
0.8250318907977898,0.7271067886441915,0.45050130211681394,0.8130680461581973
0.31708168601372555,0.41157997394106766,0.7942851668322327,0.439865997866944
0.7549468388829769,0.729440238944641,0.5266737845070768,0.7791448469930358
0.4845645972310894,0.4000027995799686,0.778523281583328,0.5184525007428782
0.8567189233518389,0.7154229532666283,0.510158415262706,0.8337381265362572
0.2369920257911639,0.4210573584056707,0.7580164558079686,0.3771951516158059
