X,Y,W,Z
0.8310444019644401,0.012082702182883313,0.9021574202176131,0.8062428864484269
0.5193123681028451,0.037301841054848475,0.06635078537120621,0.3550517526020367
0.938136425331211,0.12540770242831248,0.21889900482289823,0.8065024819812255
0.17227198872683303,0.35515724094675694,0.5629115708540074,0.3255445623032546
0.5021942374339534,0.7511492841059758,0.8722634511401953,0.8132712500397549
0.7903537634599793,0.25313990105436696,0.2594450495952448,0.4298262412215721
0.5511675463341259,0.6520649355234064,0.640815859289884,0.8149800892114657
0.7859157501041483,0.5195623837428425,0.7173185755705067,0.41718052607106365
0.46989281968082885,0.7184881400102122,0.5657889702376723,0.8394676307723484
0.813595693537601,0.40510530098012976,0.84398386104311,0.3708241214886735
0.44862076234378234,0.7299942093897078,0.24897255673124036,0.7465253759630275
0.7965707231629818,0.4725387204452257,0.6462912450884787,0.5991094847921583
0.4754320126193626,0.7234216196250169,0.6751262604952449,0.7572237836435689
0.7912390411788596,0.379405973793234,0.7024048489661804,0.5602822274709564
0.502368041449555,0.6768234178507646,0.5818801156946704,0.7771154163110621
0.8224724264009275,0.4973491655217879,0.8059014101476412,0.5142508753942783
0.3969090153729391,0.6904137751410194,0.35256511812004054,0.7929672983331909
0.7865175151582147,0.5187893383538857,0.8054700904711745,0.5179691803524511
0.46601266739403957,0.6904122365344939,0.3626082445071639,0.7943069568432883
0.7996516789737916,0.5159318547910325,0.8120743670404782,0.47730272263790796
0.4529030556333702,0.6943765363151808,0.3349791179737528,0.8112131549446502
0.8117571271815404,0.5104505032222271,0.7889873929130917,0.44391334865652443
0.41734173323044493,0.69983845518402,0.4016564741529468,0.799930641835011
0.7748733755953892,0.4718354958872039,0.8362390068971048,0.4773357141859132
0.5104108386794576,0.7079772048820935,0.27959848447895613,0.8125967795275765
0.7944695500200072,0.5055882239173143,0.70346743363279,0.4124920322164102
0.4567919530399083,0.7310559494878514,0.5854851684459846,0.8032761347757502
0.791365379163824,0.39209496176243047,0.8021148065266368,0.4701233854457172
0.5063730293235358,0.7134112802069548,0.36452616720537545,0.8182998344989882
0.7811714040837898,0.4680710362847496,0.7662699520789318,0.42005253229128353
0.5057419066111668,0.7408661823724181,0.45149569705209047,0.8010107332586262
0.7933210012785995,0.3773469278504626,0.8358257917171462,0.4603373218858883
0.4951856835493601,0.700208184813437,0.2796868753974077,0.8110021540826189
0.7952228897275351,0.5176573236717537,0.6985525213127708,0.4416965234429194
0.4556546641708708,0.7129745011529436,0.6058714757464424,0.8116155083580294
0.8174770453038904,0.40157332213829283,0.7946702708048184,0.44820931224383304
0.4413771629605903,0.7274307963575068,0.3790608615271531,0.7917995631243204
0.7977624552671261,0.4381573064773178,0.8126048756572313,0.4981868359545175
0.4791466506417546,0.7156819434951294,0.34002801848619957,0.7910195766751837
0.8215339749973147,0.46507907744592986,0.7808113564802859,0.4787868747728009
0.41569234629648355,0.7095144520565863,0.4149676736879776,0.815089829861273
0.7875516860911598,0.4615013373501544,0.8438963739464883,0.4562484637023631
0.48835523378167045,0.7257639990620225,0.2559084433864443,0.8092133827913971
0.8267458146314148,0.4683702215983999,0.6688569479244745,0.4440627397029829
0.39950417659027604,0.7410352598367468,0.6314261980093555,0.797049601743608
0.7842507787535574,0.35294358763461736,0.7731067508028774,0.5070766534071285
0.5240957154014793,0.6968762063301338,0.4337592527494964,0.8046653663313682
0.7894649929734473,0.4793598147327877,0.835109750589684,0.44596783789383154
0.48099925722049525,0.7120242877458771,0.2855540338138854,0.8166533741279075
0.8193717485742837,0.4833789389265648,0.7120057732980036,0.423916250232235
0.4090507324472908,0.7382811446149956,0.5618169934987957,0.7801384246446554
0.7891603656089068,0.3711156788207562,0.8562607162887536,0.5398114791659464
0.5152185214663391,0.6821225493247286,0.22037554538310908,0.7794785450406997
0.8048401407251926,0.5680034254302563,0.6007582328815868,0.5114452827896029
0.4328925497040258,0.6908240618495493,0.725112235868711,0.8097299730378378
0.8188353617210348,0.4211724747809011,0.6239173359966546,0.47606210825694256
0.42859697714457334,0.7362479670924871,0.6902019845642324,0.8296493960198777
0.7777172775195054,0.3361222157501588,0.6975608471681944,0.41718918301443836
0.5433079777926075,0.6927479857928586,0.595128370508742,0.8202844286911408
0.7899462571460579,0.4418783590774821,0.7997034745153593,0.4026177810351422
0.48642844545234887,0.718605985615416,0.37192004994162975,0.7878446035173964
0.7855189610334485,0.46621841191841257,0.8107318205181078,0.517735936347389
0.5051184721504013,0.7106122115023322,0.3503495355101802,0.8260101039275414
0.8059586900969051,0.47085249261257944,0.7910659086560488,0.39986610273832607
0.44532684506233616,0.7348596362685957,0.39298260407022917,0.7946969289324181
0.7963093698804146,0.42315689304247067,0.8263909726037589,0.4943356174372633
0.4836636337576459,0.7002966118986138,0.31143612356608763,0.806122859109497
0.7908844268217339,0.5067172833677787,0.7091064755766455,0.45204011753569817
0.47072932667831935,0.7246544823587268,0.5651274843672733,0.8125816428545943
0.8059823574761045,0.3953497541003564,0.8229644819966189,0.44184879424516144
0.47482432340597003,0.7146104755730489,0.31464705117503877,0.8087204447610635
0.8040972845719198,0.47585040370039505,0.7501168339981831,0.45177791659204525
0.4438021011594474,0.7373547231427775,0.4885292307809216,0.810889699561613
0.8024777257306399,0.3863794365039603,0.8470433244881855,0.45214441748841294
0.47355359339993114,0.7119873100280427,0.24497639034587743,0.8002173035526173
0.8040450625713036,0.4944693500158718,0.6499337424020334,0.4719141371063485
0.4463735481869874,0.733516788060265,0.6616489809821057,0.8253930124068628
0.7925724668745345,0.34817322354144187,0.7336905812757384,0.41192847715813957
0.5184703708462423,0.7110663188176731,0.5223717514988003,0.8167504256002039
0.7941257313018328,0.4332345582012483,0.834362524036105,0.42313509880270983
0.4874818872214968,0.7054893926614096,0.27280940284369337,0.8081255988881859
0.8076966643884181,0.5098945766806838,0.6903089342190305,0.45100232842583915
0.42953826432414105,0.7195606217656624,0.5869335557091666,0.8376391514446025
0.8003977820388237,0.3956394779859622,0.8150567162316703,0.3856479180197773
0.4758887764072166,0.7217496290614983,0.32834401789824014,0.7649132575671463
0.8017065317533654,0.4615208025469996,0.7603795992777646,0.5601441377550137
0.45373428294488616,0.7204832415798847,0.4645811907023217,0.780210515104626
0.8020150006140254,0.43673813995996724,0.8435673861881723,0.5186379310495374
0.4714458230012057,0.7049540833837658,0.2539743167542921,0.798576761449583
0.8112496866764349,0.5198802548646898,0.6591355635396575,0.47552130126628345
0.41785263749678736,0.7032385628353709,0.6772820978797051,0.804093882328338
0.7885806119978958,0.41236787914379075,0.7085959787220352,0.4710905195792901
0.5080286995958144,0.7259644618613633,0.5720080245566302,0.7971789852308364
0.7709423013183954,0.3927656788098154,0.8149421856502376,0.470131900098669
0.5420059247650063,0.6837665125684267,0.33024403143339626,0.8200001669239032
0.7635174021364204,0.538428147285181,0.7381844554996589,0.40008857244632917
0.5381111595212209,0.7120155748026656,0.521123678638834,0.7861581993167247
0.7812849913526148,0.4368470972567226,0.8297974640235032,0.4715997593079398
0.5179704486836764,0.7099104609521029,0.29824712266410985,0.8131319158440892
0.7815731525326469,0.4920434344345861,0.7284788861442407,0.426030275679209
0.5028593242921873,0.7324600510999385,0.5354325812393324,0.812033468500169
0.7852827318340035,0.3883348852518669,0.8291319852486299,0.4093325481525744
0.5193006341384852,0.7157132956183359,0.2957860351519803,0.8063045293606927
0.7848573509517635,0.482351962460152,0.7352706657993892,0.44755610627662823
0.48971695413977806,0.7118156652373099,0.5284882260977739,0.8120596814839057
0.8037231647133093,0.4258341859410376,0.8353095702142408,0.4401515007040475
