U,V,W,X,Y,Z
0.8835912635949581,0.8884317904969965,0.30173506896820834,0.7422641118316904,0.291279619134073,0.6474785469322748
0.3872364875128077,0.09302530592706632,0.6727410566648809,0.644727864671796,0.6763062973254654,0.7852830681634067
0.8871430364956957,0.3184753041264401,0.8050286488888831,0.7032442997286481,0.6442403944425621,0.41838777952876965
0.38885003286802644,0.6787375471192965,0.47217759008314153,0.5658119634480728,0.6960829748412183,0.8368998839728106
0.8810991136214233,0.7272350884884836,0.8173611219447444,0.8143082244026039,0.6569606040073909,0.30868363850534447
0.39792198736623635,0.5224079142921559,0.352199997631745,0.33697389852346354,0.6781099459598775,0.7187595477477982
0.9144561331242466,0.8632908183942977,0.7843189324875148,0.810654104167421,0.748476701829511,0.5904971721891527
0.33079864107510876,0.13804130417846833,0.40865006437318757,0.3091201999064772,0.5023348030835183,0.7739911747035556
0.8135286046312133,0.4148105093568795,0.8941513193900976,0.7218450808727022,0.9042500386013269,0.5072694646731419
0.5326730078087175,0.777382247588622,0.2224503849641585,0.5471551062004387,0.08366967557593415,0.747855052050453
0.8889422156672794,0.49775973468770957,0.5873737614692639,0.921153884569832,0.29415232310037137,0.6455321412545258
0.3910686591763087,0.7462813041939169,0.823571372204299,0.1285669123841174,0.6795662348471156,0.7903098548930191
0.8945722869273733,0.5959979136421182,0.29756837725365154,0.41579987382415884,0.79297673566715,0.4264221710214378
0.3698129912961898,0.6988368425522665,0.7099945157066715,0.866328398261159,0.49510897931344433,0.8080530873025543
0.8863866667537256,0.6794698967852574,0.612971128875448,0.21907507565079015,0.7951991335090958,0.43795861015919985
0.38064914726991506,0.5927000331943914,0.7398170443990515,0.5824786412548653,0.5625730365900967,0.8007619771878797
0.8788800367034598,0.7994283545921261,0.5793214491449963,0.7626677876664324,0.7930089831974331,0.43559936890704926
0.38600351491190543,0.34131029314113176,0.7746533589203806,0.5243262760454094,0.42821417613924373,0.8094344184389506
0.8894299004650599,0.7829313121643906,0.5616977271020446,0.7929698562780345,0.8459606468739563,0.43066499753661786
0.3688105586987136,0.36823880999717207,0.7683193819691531,0.4657789083624021,0.267195071898392,0.7882347866667319
0.8443296234244296,0.8386148829423655,0.5548128630923771,0.8126088050180414,0.6794079996881836,0.5455449628462046
0.49419335263294023,0.25826952624012917,0.756170396496126,0.43101173599214393,0.6219818022723321,0.7938536632199746
0.9126608744998137,0.6787959254401901,0.6110915374900465,0.8013584292526089,0.7780421964984262,0.4529006780665594
0.28609551512968157,0.5852974386279982,0.7534639122653983,0.4245452118315931,0.43166994503292316,0.8094127668807919
0.7562694564396727,0.828180374074408,0.5540730719918575,0.8072404623850793,0.7934837562275897,0.3985240190297713
0.6609351206037426,0.32336491517336824,0.7191132516716737,0.44295279866999593,0.39352857671926955,0.781373742157463
0.8589561664643267,0.7309165002829214,0.6565908003023064,0.784998342174592,0.8191926726412746,0.5424323733421113
0.45186879798951135,0.5462074014051371,0.7109308710028588,0.4538313801150934,0.32960171463419835,0.7751244701388242
0.8966702329520625,0.8108913897770461,0.6312027426167666,0.8123470660780647,0.7847433227477847,0.5540380808297339
0.3395201271803812,0.321350996109718,0.6863422942060258,0.4310709280843316,0.41309105630184695,0.7420794100080222
0.8559148563221692,0.808038381268065,0.7082081100205841,0.7991362565702695,0.8608957392071978,0.608792516931341
0.4598091054774014,0.34297386083255543,0.5818755163314007,0.3967452243677679,0.21019628503830554,0.7358268554082404
0.9333729925996302,0.7792787264120938,0.8640120187939043,0.8354245773619171,0.5954669126112908,0.6719077530167697
0.24576542217845881,0.3961109283363702,0.21375380474873976,0.2579727116942517,0.7182682875019182,0.6886144961526842
0.6867775483956994,0.8868175895569339,0.613929028848954,0.7087486174943856,0.6777008836681954,0.642312184326083
0.8012142880121547,0.17870090839531963,0.7084980770627619,0.6313610257785652,0.6366236666611169,0.6905227114411617
0.591885945424672,0.47813510820565297,0.7385493017702933,0.7152133149688535,0.7171050985057735,0.6662216369967371
0.8571519064068354,0.8226988741135687,0.5924814423069573,0.5998530436397481,0.5574411272187602,0.6626248545734386
0.46920039528388535,0.3278192849661722,0.7322945618907708,0.7988167133256028,0.8021515459414987,0.687676547412071
0.9130103074479636,0.7647259775574835,0.6738683516226607,0.4040688594220636,0.32359980564223595,0.6183236187460722
0.2958872959369281,0.4203012214104543,0.6480281044924627,0.7782771053902413,0.7935864516750787,0.783532524513148
0.7972673769276011,0.8738923342938139,0.7780002995946887,0.4618304381712493,0.40807102351927355,0.380159503417073
0.5971384336225,0.14870949907893172,0.4124255641461925,0.8004195266239461,0.851164014729523,0.8051987685810214
0.8736673568825989,0.44382893014225094,0.8830427466070221,0.4834038727341272,0.23299838243319584,0.356677813052764
0.4176590843305758,0.7944766093087456,0.24514147845250228,0.7865581809402383,0.6349908028451658,0.8459826448905489
0.9229091462228418,0.4898145003384175,0.6028826559405429,0.5577112778061062,0.6923679124984504,0.29228439613561913
0.26659640658832096,0.7702324972476884,0.7698863132153679,0.8118171578110869,0.6783555173381104,0.7028563215043044
0.7450626291170758,0.5815821772689971,0.43473258118034397,0.3440054010795323,0.6285786404690441,0.6190776669662369
0.7075910463452891,0.7765918351445041,0.8214277432755862,0.787652953730457,0.8143762484475574,0.6884405415714047
0.7760180243079584,0.45381321166814953,0.3548828517890584,0.43743496910829904,0.3517038200776058,0.5861115712246824
0.6716399532394192,0.7884945636367365,0.8061224504527331,0.8711031191655894,0.8114030911802927,0.8418769544522974
0.8148294113183082,0.4301465127121658,0.3780873824807872,0.14844131495920118,0.3398042855530326,0.26602352325160644
0.579994843127054,0.7767788845718002,0.8215531659437062,0.4239856190200211,0.8311378939744009,0.6936880191489172
0.8972645646171808,0.48942947441792134,0.32395177091313526,0.7832536913541966,0.41967702673531265,0.5990065155991755
0.3381323405168778,0.772171011470912,0.7526223457346434,0.5831980584966772,0.803716613736537,0.8075626769983593
0.8389403634522922,0.5641894154722558,0.4757890478022923,0.7655893072338962,0.425464939663378,0.364136823873578
0.5201079641197811,0.746111156349541,0.8382698821904374,0.546129392253106,0.7905886622513554,0.7965781276701744
0.9394235646842604,0.5648028851567801,0.29914025613483936,0.7785459608271927,0.4542577359925083,0.4109579975839095
0.21569991028352717,0.713997086074755,0.6998031806518404,0.5494451389978406,0.8143076824568508,0.8875923345526865
0.6258616914408255,0.7124822116135543,0.640158293908954,0.808738627839009,0.42919430702790595,0.1200268633458781
0.8733811139192938,0.6005869765417295,0.7159369190867015,0.37979625373464176,0.8161081271815889,0.38218442629249105
0.4110722335494052,0.7154122560701446,0.6026647007764117,0.8320044171020669,0.4637721624265468,0.7397270729035436
0.8977308296873083,0.7006615335426977,0.7404156322356023,0.35364447295909474,0.8123521494062717,0.612609835360519
0.3349110625612564,0.5674155651317104,0.5357230835019825,0.7684102765799459,0.4470304361579046,0.6898307383333144
0.8169518077509837,0.8514381133188412,0.8112642223344909,0.504749789546212,0.7937947365361107,0.6779079776278272
0.5526214157635473,0.24256570249738463,0.32569613597062513,0.7969822243988446,0.46633235338602874,0.6157689201561806
0.9086617997247832,0.636371502212797,0.8089953078907357,0.5185071995141679,0.8357110649252727,0.7937797177903619
0.3023284044028825,0.6529679959794502,0.41167863238224595,0.7960222502120651,0.3517344292386685,0.3924461902861791
0.7531124312111899,0.7676865701130815,0.8267918202969033,0.5013914377345849,0.763737073955578,0.8282563047517897
0.6696419948167337,0.4771364820467382,0.30004942842046883,0.7814497036625782,0.5398899779853197,0.2869108195195115
0.8447844083451951,0.8248128906104931,0.6920751350698465,0.5609351658381295,0.7996521411074609,0.7139095323082435
0.4952422800133552,0.28923482138452156,0.6021673698836715,0.7803493459763842,0.45795406786002124,0.562858789429813
0.9074985334016811,0.7308591869752817,0.8502483916326019,0.46389971497908433,0.832289169991307,0.8321202607438118
0.3125599571103822,0.509245725933713,0.2703203848354703,0.7808758546742159,0.3804125592838872,0.2792387502647681
0.8238722111627733,0.8578051982285526,0.7207645945745783,0.5576072480538824,0.774291659545303,0.71886690845608
0.5264331634839785,0.20446468951601593,0.5097858991460192,0.8384307239952585,0.5239580400291284,0.5612045349308691
0.9239388875611005,0.5878579935792512,0.882645238695346,0.346326594083165,0.762913274764166,0.8155526687756384
0.25413289346693263,0.6890656645077712,0.1966253195135393,0.7587816568112038,0.5909694120633322,0.3587647792081219
0.7156536567847308,0.7419157030066438,0.5292263710222882,0.633885502004589,0.771712674751598,0.7834462990543984
0.7731537900636202,0.5528318634577782,0.7714641702564448,0.778635504966113,0.4739596436458873,0.41064448039578205
0.6533619986609651,0.7766276793185926,0.5122740119419058,0.41749927039429496,0.7858860906910916,0.8258466852741675
0.8467400751024247,0.4678469852380125,0.7990698611597672,0.8409753871678822,0.5284359557280046,0.3132011821452764
0.49969682776344615,0.8088100739744698,0.4512784843740301,0.2370175717923706,0.772320849586988,0.749983406659511
0.9196129704610633,0.4042440896288112,0.8065005299884848,0.6628573571322127,0.6164957880863451,0.4703667059126426
0.28771223791573847,0.730584166885502,0.503213869700701,0.6828524369381175,0.7943098634760526,0.8389654651032485
0.7262024974400559,0.6655048480548094,0.7799089113368162,0.6995369522166132,0.41059894608752706,0.24633425202883324
0.7418616160154662,0.6789740879517826,0.44712071666670283,0.590729865722306,0.8073255557437211,0.6587699214735472
0.7094475955669978,0.6165865630909366,0.7946114514497653,0.8306539496166722,0.420175582265949,0.6575157895439725
0.7524742225410457,0.7299681404427854,0.44693535045382954,0.2889763286720268,0.7995776645027746,0.7557043786198063
0.6642097139336096,0.5266305150887285,0.7975603835365617,0.7084046379466574,0.5019567238122407,0.47034318435650113
0.8182437308893763,0.8402048186198342,0.45147280173236426,0.5765100294066555,0.846252529196237,0.8377279885425745
0.5497064974210927,0.2616716631397941,0.8272227917131928,0.8321905788603793,0.33462215043766885,0.2494171903101038
0.9141342435352449,0.6444605659186904,0.45142297105224105,0.27563596493201514,0.7231161609364203,0.6787428784189854
0.2912986157515377,0.6534834673679415,0.846190750176411,0.7279563966123063,0.683596829098744,0.6449960467352399
0.7684089502165037,0.7634978977199869,0.30046315081229596,0.5215678505927925,0.6353037858026184,0.7097197200982603
0.6573410124167711,0.47344391738561814,0.70959973509683,0.8694900440123297,0.7482526563565236,0.5969739389962067
0.8334427549816508,0.8258436057373035,0.6478718482295476,0.21381841411507221,0.520475750381834,0.7643532216629371
0.5321436580247206,0.29802883703177113,0.6543284017002573,0.5557725173406736,0.9000287064706541,0.5410287538119819
0.8845423857400033,0.7013111310530412,0.7545574002870595,0.8107700811164342,0.1658216716799732,0.7714016502885533
0.3593767620003642,0.5641649585967325,0.4663940610202307,0.35417623786222235,0.49942222428843913,0.608720335385035
0.823806630017195,0.8252274721303945,0.81971108836465,0.8076184111045039,0.9042316796219161,0.7918196534952037
0.48987731551377117,0.3433314709769723,0.2953322658659288,0.3438678014213006,0.07052960641114375,0.36288986934492484
0.9258305831635002,0.7899226291560133,0.7451941600125251,0.8238983835689802,0.24684159883875603,0.8599221178548814
0.24419429033911758,0.3730462949175931,0.5102827127044905,0.33617548358971816,0.6554759282709378,0.37636884309960444
0.6713543110466081,0.841802725895113,0.8670985953260301,0.7746641175313492,0.7845016543825764,0.7759650392707208
0.8424616715715251,0.30324458807571675,0.1825009641805881,0.4211915550555883,0.4119280527666627,0.3239648004427966
0.4880321239929724,0.6928791711150296,0.5025383933920122,0.8979451168516436,0.8467900245156296,0.8040248288976317
0.9226863243225822,0.6874813526899769,0.802414406881373,0.21817745647785877,0.2508670104787705,0.350950673192317
0.2741564284670716,0.6014769511789172,0.3981189234685035,0.571544074943208,0.6759492222834389,0.8415210770681447
0.7290599021339559,0.8224338549929548,0.8022649917634945,0.8561229758756738,0.6954998446615352,0.28434651494293517
0.7343089557068034,0.34436212354669526,0.3754829480091757,0.2327379065103304,0.6106031334353517,0.6896064246612472
0.7175300993081696,0.7375412841281325,0.8316027793775171,0.6617142686351083,0.8729411147707342,0.6414728778732878
