T,U,V,W,X,Y,Z
0.06293770099407435,0.9072269140856534,0.6694334351838441,0.08011193753029998,0.14923235423454978,0.18594628071915775,0.8056085032735487
0.2180514518777295,0.251021793143121,0.6132613989526204,0.2753974780149364,0.46698320086651834,0.46556167731347214,0.5673751772254657
0.632026749751866,0.6412465559545907,0.8221645995542705,0.7255889170531822,0.8648773135427491,0.7412143102473849,0.8748127490678393
0.8566019011692702,0.5188084531982049,0.36242689882877194,0.5882697031334375,0.21541085771969318,0.27988370799166035,0.21434822685567062
0.4520316289679418,0.7332272641111572,0.7884569496491919,0.7368502631908953,0.6118350190554664,0.6995966210984368,0.5687310779725966
0.9133392809866819,0.4507044510600554,0.41772838415659835,0.6106437257973844,0.7434316924780902,0.4576359653798439,0.8219424888941962
0.2889975819722305,0.667587666674691,0.8406588016158278,0.6977765417421911,0.5983649360183756,0.7309317154879358,0.2855519421242672
0.7574100294550966,0.6184877172753099,0.3048220603593162,0.707562485290282,0.7493666643618251,0.44743963325776087,0.7289289304755884
0.6770680544747925,0.553832943054487,0.7116438365093198,0.5855965284643008,0.5854111154448871,0.7656110458371356,0.5483000554459114
0.8137547145376229,0.6741878092536892,0.6248002082427606,0.7625362279351412,0.7541325296306,0.33527355653208213,0.7970538440629662
0.5596721361566904,0.4478809399309952,0.7297847820593806,0.45759015169559025,0.5990189798910277,0.6613215567320098,0.3770785009839868
0.9068585987255687,0.7443444622386863,0.6177804697171493,0.8462262466343268,0.7616896982391277,0.582959604299948,0.8017887381434329
0.3128515438282385,0.27317253834557687,0.7203803498766448,0.21805063262872448,0.5294231594766162,0.6278492355000969,0.3412587846327733
0.8049134393460738,0.6588976658013664,0.6771059849261265,0.6125651449629684,0.8206329271972305,0.6447970436888357,0.7978288497011669
0.580942556251481,0.45691693107329046,0.6604594243945217,0.7181092692880894,0.3663956690045783,0.5262514810889392,0.3768781897557976
0.8931934833438808,0.7689573313436455,0.7321872141326285,0.6130855707193712,0.804717999092822,0.7434046438022031,0.8269573715381705
0.35237377438628914,0.2035086332878877,0.5374652953303078,0.6932934521215053,0.3835555853199323,0.3131566597108429,0.2751920582822936
0.8460395930077222,0.5526187472170596,0.8913129419130679,0.7146078326199287,0.8464818026948485,0.7155732904188576,0.7120749039543703
0.4853352770851982,0.5936281720831134,0.19024669417339632,0.5520687991858181,0.2763204494524672,0.3619812940725435,0.5534215617163774
0.9258322101631248,0.7388466714028458,0.5298375370467285,0.8345884967305005,0.7140400421218909,0.773297499840041,0.8322433953932128
0.2523298279718285,0.2933727851881307,0.7904344022466471,0.2478852142856941,0.5798031285954237,0.28832531352618324,0.24694320079758283
0.6972901572963839,0.6802947755588178,0.5359977046673307,0.674929168069813,0.8575614274774952,0.664348847407985,0.6833070258646179
0.783955907369662,0.44238247511718615,0.7996550807066218,0.6599497911717136,0.2603946737846666,0.5598047064836588,0.6444412878235306
0.6220966979567745,0.7668506649409155,0.46928897635255173,0.6569908056083476,0.6753087300239826,0.6303389757738632,0.679007580518712
0.858878269256791,0.31659387738387934,0.8056878949100866,0.7027093772905413,0.6794451364790789,0.6155244109983999,0.6670304174076501
0.44710975019590016,0.6423026252519953,0.49347233396448725,0.5777672096158565,0.6725593204042342,0.5634146812355492,0.624030098115657
0.9151155117491168,0.604872113834442,0.8163056752400307,0.8216588862561125,0.697019795449328,0.7059156411903925,0.781086104410218
0.2856265281853412,0.5477228293594761,0.38592625922085716,0.2849465492884314,0.6223431714521459,0.38411227958102545,0.38791900191754847
0.7575193429051394,0.74928218364177,0.8120085655975458,0.7425086436772345,0.798146183620078,0.7766181563648044,0.8431076149136681
0.6808048460658306,0.2911415846811462,0.35682843614995435,0.5178115277618747,0.39191205463501533,0.20158878808948572,0.2702427783487052
0.8094353174866793,0.6583726935356444,0.8286401986657884,0.811396257992,0.8721560222086997,0.5619707093870122,0.6810039909138547
0.5715863834960181,0.4489451298473787,0.3386437066804635,0.34247529427891416,0.24725671807057772,0.6272289150304338,0.6150090766043237
0.9098685469157994,0.7891239857198632,0.7829130366734964,0.7738685436337795,0.64303786743234,0.6802774664669169,0.7591712636766955
0.3042299272071603,0.18832703439572732,0.41729796630173466,0.4064609179047362,0.7090139896077161,0.4522097234915136,0.43810093850150805
0.7886761953520192,0.5038759293076429,0.8789492143313156,0.8603966974723463,0.6635303006044081,0.7930607256485235,0.8690444639858255
0.6183470895367426,0.66376843438084,0.24067947421280547,0.21033783214309806,0.6581985045767158,0.13013542931203495,0.18381105792875743
0.8740313423508697,0.5322754224365135,0.6245930164617379,0.5745897068916568,0.8165828905277621,0.4046387086817621,0.5191822802859493
0.4069686561597331,0.6073432190789791,0.7569797791780227,0.7364224379258182,0.44946598107220603,0.7415929579372577,0.7765722973791528
0.9024221200248029,0.700306578322868,0.5211770255355911,0.6177123312418312,0.808407851419298,0.31779821207375875,0.5407640657673977
0.3270514807431502,0.3612843083624657,0.80336789549697,0.6847006298198757,0.4849735179687051,0.6977661194528874,0.7526709117908055
0.8142862513580907,0.7576023678444627,0.4878766623921459,0.7281514414150765,0.8212337999608427,0.40965628284534666,0.6106761882038378
0.5574829697542796,0.24793072850507347,0.7896974610724536,0.5323277510301251,0.43376017299249064,0.7468060043846826,0.7239658315698486
0.9237154092512304,0.6045257368123556,0.5541349978213062,0.8274235381164453,0.8120782337913874,0.31321226812215347,0.6042485860764333
0.26036101273264506,0.522746170788518,0.805349964174575,0.2684971487582404,0.4880296302534691,0.6806582976923444,0.6954325733826838
0.7213959800037929,0.7954099568540978,0.4294035265663511,0.7093236181452681,0.8138226067060438,0.455093998141571,0.7275222005601483
0.7476647882849424,0.1784844034392294,0.7921473757517671,0.5861326225058762,0.44029958984112555,0.7470370142788466,0.5615883171606244
0.6967368311112966,0.4706859266240923,0.5597196410318511,0.7490065303938748,0.8292675148261411,0.35578981677592086,0.7704536115345176
