T,U,V,W,X,Y,Z
0.4246788497694272,0.8791115748415068,0.7574637159359531,0.6937739584622429,0.5334260378283612,0.09402790877763009,0.4361275569822501
0.9075734657793892,0.10065238286176133,0.3884881993605063,0.581721013863299,0.8555228798054175,0.2789212554398305,0.8103250835306653
0.31147563641561965,0.27787861619384185,0.6865818271021261,0.8789943362886946,0.1889980176855895,0.6149377131211131,0.40609338046404814
0.7951966067913903,0.6971442725095008,0.5151640065073565,0.31159102041995296,0.5565972187605756,0.6518813319251844,0.7768310890891384
0.6063729715369964,0.44822865135122963,0.7281476830324547,0.7323330594095679,0.770904869179413,0.6606854218219848,0.559495313545977
0.8794956340824996,0.706497810419164,0.4169849236984509,0.6189781421008064,0.5039835621438219,0.493733361794456,0.7752618203472537
0.3906612921765198,0.4318986897507293,0.6859054987003794,0.7220663924694198,0.7922674500903581,0.7443833351813485,0.48409017451823355
0.8792037998498832,0.7184369001166743,0.5352180466225906,0.6359749187850808,0.5067171984656014,0.31785104198028047,0.8114511529164201
0.3930795546419432,0.4009675680355658,0.642402697807468,0.7072892556841005,0.7732595625546036,0.6840286907053056,0.39088545560746435
0.8788704645173199,0.726570086391554,0.619095294991346,0.6724599374953552,0.5514958234084292,0.4500129901110313,0.7938243523650329
0.3944668526871791,0.3773986896739401,0.5420013244972606,0.6572585978686837,0.7625497202792836,0.7339155884469175,0.4288053941851565
0.8916549930468276,0.7230934464005011,0.7214880423703454,0.753825717145589,0.5743393637337387,0.3660079288384394,0.8167767248091208
0.3585296700723323,0.3738850621179236,0.33467224457507844,0.49774596955797706,0.7402130504889415,0.7073497729984769,0.3409796425691785
0.8511984715206201,0.7294999514443977,0.7310178844294587,0.8714582353923719,0.6308059305939061,0.47128671150248347,0.7712485218676981
0.4747135307294028,0.35522713340264844,0.29584407275657276,0.19695493677245035,0.6887792413539817,0.6848220662256387,0.41681422242396376
0.9247817332903358,0.7098198152621272,0.7068431664472441,0.5708097139591333,0.6928074825118515,0.5979867654467033,0.8740356397790551
0.2590555373842921,0.3664517942336289,0.401413636948041,0.7762585942841015,0.5741003482849214,0.6339028080983525,0.2360081482405325
0.701606244017782,0.7582374926019637,0.7499503403165064,0.5480309330514719,0.8700913433632349,0.572560802072988,0.623108437659503
0.7649654830690787,0.26320045946022697,0.3768458730742205,0.7712814278879989,0.2122253509471069,0.6375914431985303,0.7499071270978768
0.6636711040382078,0.6317414583785171,0.6757053888603308,0.5863678162481409,0.568472936546576,0.6475889465480338,0.49535062699645116
0.8254019478870888,0.5953003917768337,0.5216721344907341,0.780186435360928,0.792693338039488,0.5916667880664367,0.8333207339402328
0.5270816155189257,0.5595775635835665,0.6376161218380331,0.47797233183594634,0.38821699542808463,0.5819160523439113,0.2920147593483342
0.9251732510125731,0.7386032225001541,0.6399988546054621,0.8411566058444833,0.8273729721730796,0.7299935008169475,0.725497130100963
0.25532993566811363,0.2625022146941946,0.46304922659681386,0.2832453391253076,0.26884424077561114,0.31455120488548405,0.5286028862787471
0.6993098307051554,0.6717395005409977,0.8412204039848558,0.7338429527830002,0.7156690449350485,0.7669287942337859,0.8738734643448415
0.7742657512939808,0.48722230634380054,0.07611084164694275,0.5573984860044181,0.5878282940570427,0.27941015454668006,0.18545729368296807
0.6468243519789721,0.6967780599814863,0.22653539125602726,0.8260183697313651,0.7528368510524078,0.6458685783381936,0.5299708690665348
0.8481791175290234,0.4504845355891384,0.5371183828740255,0.33496796187665123,0.5217158765582784,0.49780487982461097,0.7787342414601596
0.4752273239845025,0.7029561131847205,0.7027428013083341,0.7779314331899472,0.7861110746043554,0.7845516174806036,0.5501932543467456
0.9290809932877785,0.46435931140202896,0.4750836468267946,0.4524137778290893,0.5018200810123422,0.2046943970755873,0.7723323789325647
0.24435391274641083,0.6916068186717012,0.6998435438735442,0.8497657450688417,0.7787856901054637,0.5411324494257667,0.5324866245893334
0.6822798859022662,0.540547040929494,0.5157734795057676,0.27868566712871823,0.5830787713398388,0.6145027273279592,0.7695476325413675
