S,T,U,V,W,X,Y,Z
0.11265620312735337,0.06127538810080907,0.16614902632691442,0.7177447221943795,0.8214210334668969,0.420340480606717,0.06456387667450034,0.5409063300503281
0.3813292666972081,0.193946472104182,0.5048340344702077,0.7026720159235932,0.34792869467747567,0.7907393694153967,0.21266988368420242,0.9516669474815955
0.873338949049029,0.5555987309699365,0.9162777423232916,0.642636068678395,0.7961881776044152,0.5208493835981396,0.5700880860812209,0.09891423955250438
0.4040807602463654,0.7397661680729134,0.12062635782578088,0.6537578354458008,0.4362335664346461,0.7857464448569264,0.8109313559871212,0.3142000231745069
0.879013141189611,0.6200312072158962,0.36020090961186274,0.8189637859336383,0.8293533680674252,0.5042518145026388,0.3399028069660569,0.7133693326851226
0.39306861356973316,0.692118280227436,0.7765503060584573,0.45739879999391553,0.2935668691883699,0.7852869951635795,0.7728172930353927,0.6834214145456283
0.8886378972432908,0.7073203571569822,0.45037979889599333,0.8022152761274436,0.7195815332482133,0.5550488543262256,0.4608366918819153,0.6192949789827937
0.3704152971815547,0.5683319179122169,0.8024228997578063,0.46641419410470836,0.5497802526750403,0.7699650105925472,0.8459776869538607,0.763457235556933
0.8567133372176507,0.8483532601897535,0.43061194530959185,0.7908531543809147,0.8399288135824784,0.5332333257814853,0.26901488062349876,0.45980481124229083
0.44921953330450803,0.22297056206094334,0.7788611348665859,0.502591884197848,0.2724133965003261,0.7805366205367734,0.6792909842870398,0.8781987178030666
0.912348933216705,0.6503704741734828,0.6111591200963196,0.8032464381413551,0.6859577690734351,0.5499179324280643,0.6399241326885469,0.17582040397347262
0.30025635106141374,0.6551586706450775,0.7491093990132105,0.400206756056644,0.6477899342200392,0.8373741591966919,0.7503448274272579,0.49155461992193195
0.7788124682035615,0.7951472570609294,0.5618660021163016,0.7786626121040988,0.7584787675355547,0.31340223105836873,0.4900336337008175,0.7877906888127956
0.6350419909121927,0.3788917827265472,0.7714836135823887,0.4732570102556749,0.47333546618578887,0.737171253016911,0.9021492758902661,0.49028821314684384
0.8583022807184215,0.7944226143616377,0.5581915891241914,0.7818813635737637,0.8760828022792465,0.6142975831232002,0.10687242894566448,0.8086027816961968
0.4557432832306461,0.36804898004537984,0.7752818179217501,0.49399024930452745,0.16844874616341246,0.7146409586642847,0.34068659497193543,0.5393642610010366
0.9241682928065998,0.8228234234372916,0.5324399930418261,0.7910633020307337,0.4957183090381007,0.7071982325829222,0.7573972693192196,0.8622499787490235
0.2682427408281248,0.30321189108411195,0.7746773248848424,0.4714453196353641,0.7871989360964678,0.6527418176231757,0.5019281538883519,0.21408208205838739
0.7502028514364353,0.7659761053752495,0.5696168759828594,0.8005909378285639,0.5124936248846768,0.6737541765002176,0.8057093429625048,0.6028469509180677
0.7214351295693857,0.48453253222077186,0.7542877822620437,0.42817534329727097,0.7783789881768327,0.698901037520882,0.3947908064873679,0.7065129527025495
0.7464597441917075,0.8107106556370786,0.5604068368417777,0.7871569402891041,0.5324337809365178,0.6119483251812718,0.8164383823662184,0.6969047046356122
0.7065776007409568,0.37673811507485966,0.7543567024466096,0.47505694679806515,0.8015547522009757,0.8052213348667272,0.37730859436379055,0.5724369191796371
0.7723520713766946,0.7935718517008015,0.5925739794590011,0.8093273697123954,0.46465168461575157,0.3731074013758119,0.7847321030631067,0.8428720495507955
0.6497213791572101,0.3811340646512118,0.7412149827669979,0.3883952453495164,0.7959275012082273,0.8139108781788263,0.5323031789079535,0.2658325659757863
0.8370518872691665,0.7981902763879128,0.6150590079336209,0.7869093806657504,0.49913409081404053,0.34574416630632127,0.8090449113184522,0.6643151098659101
0.5156700828305286,0.37293080944750634,0.7170061559905743,0.4641040103558514,0.8027074425081699,0.8132604690720396,0.4745287995659367,0.6212712215365714
0.8951741450980197,0.8059770703969114,0.6504182666390443,0.7851190876086974,0.46056346669196035,0.3466025539332191,0.8005988256091847,0.7845647511525502
0.3387025083379254,0.3512065029838898,0.6460642673882998,0.4432429724865859,0.7991273463857775,0.804305864379295,0.49442762678931823,0.42266881573597387
0.8353821906530867,0.7913072146602547,0.7875943006279952,0.8142518233715441,0.4842233374818472,0.35789831572869146,0.7941663712021493,0.8293052800819138
0.5300058926713858,0.38265083670906463,0.4051407620161112,0.3397184315247489,0.7997708389992411,0.7787551234226681,0.48869003045245835,0.29959737823847826
0.9347444397147879,0.8107580802950741,0.8542963905580124,0.7904790412896066,0.5028069439663256,0.4229645671146727,0.7975548460569317,0.7255824971319357
0.2749314475705341,0.3042703936418288,0.2194844778699063,0.3809876028773712,0.798207510033102,0.8358552752122579,0.4816531399952123,0.5364820761533731
0.7239750602067,0.7574883697566178,0.6188195729476554,0.8369066460251211,0.5310183721261036,0.28218968629153857,0.79644935904138,0.8248159843181131
0.7374325636148779,0.491937632127788,0.733050976542129,0.32765208970059134,0.7782926769028815,0.716432988437225,0.5546225796813095,0.30441579756187825
0.7112945817546036,0.8128589027738304,0.5986860154364794,0.7415652763920632,0.5521643216840373,0.5775511957279081,0.8055542607155421,0.7304518620029794
0.7576883952237994,0.34782814243429305,0.72248435405593,0.5455593142950108,0.7852043681798591,0.8361677531888928,0.386935760071885,0.5308012874014838
0.6750889254730664,0.758442741720424,0.6515744962673633,0.7977140232212173,0.49103499173254533,0.286379404710876,0.7563789722021734,0.8665400143396402
0.8214993043331501,0.5009348124090115,0.6702521253671088,0.4219050406215956,0.7959727231024237,0.7122472376137036,0.6150743363815049,0.21588481402986628
0.545882281188557,0.8226831472663025,0.7077677118272131,0.8219919030118843,0.4816306056332905,0.5540063255093762,0.7353060612376986,0.5663770774935409
0.9181142742035229,0.39022543007444027,0.543619960930979,0.3096850924180672,0.7971061781116182,0.8342329273061079,0.5691715750111092,0.7675308950210649
0.25836065682864323,0.7618400423815406,0.8246640233802538,0.7394793397901106,0.5175863488579301,0.2835962811118935,0.7546411082660063,0.5183222460633558
0.7001768696396558,0.6189819544987752,0.32604161502873785,0.48320706632215477,0.7718063306937837,0.7170747299406621,0.6175503657864181,0.8018294157668813
0.7874804987892243,0.7277282298349756,0.7335603650762019,0.8799927025917315,0.5209237529483037,0.5834107329057919,0.7134843668563403,0.40466089203746425
0.6149388915818216,0.545033286512727,0.5357208768788339,0.19064115235785364,0.8007905868230366,0.7921973025084361,0.622728181619854,0.7991129655414598
