T,U,V,W,X,Y,Z
0.07499737997484543,0.5107859595654585,0.04725427949878265,0.40970117051443117,0.7936247272439436,0.5211698671594773,0.27413786650949373
0.2610242936040408,0.9339252160803684,0.14431435700552223,0.8257367874187113,0.4460772727199231,0.8085560792871626,0.6626259592030631
0.7185315161843097,0.23001473919050408,0.43687534942484213,0.21321766744782347,0.7330770462125231,0.18304060042926154,0.7333264456449208
0.7469484854381516,0.6565228218799045,0.8152497699053154,0.5648782071634004,0.4935195066145299,0.49413823605792956,0.53597263421998
0.6978193494553757,0.8342946784493185,0.41446617061711444,0.6489865073905624,0.6992926251024825,0.7134900374485597,0.8317319099375676
0.7910128331685766,0.5091107945374941,0.8064214587103694,0.5609686559149736,0.42770132207075817,0.40343947986362033,0.31897613366529715
0.6127778430209774,0.9238475001615042,0.45214438852356525,0.650214882574776,0.7242279608643457,0.7705510227788982,0.7769183505622437
0.8614467753392681,0.26786298652024276,0.8065887362958587,0.5414963664796193,0.3685785361463015,0.2848989448985188,0.45197421486835454
0.4461841554851351,0.727171461270615,0.47211200427975814,0.7227911408275922,0.7315446323911146,0.6484324813950604,0.8711052748178063
0.9046430897147809,0.7410858955792171,0.8016923853426098,0.4415338745429638,0.4435727102334792,0.4941106361140511,0.19233467914933863
0.32074462413810495,0.7207294861122527,0.4699436734981319,0.6792571986980654,0.6689972425718587,0.8196201378966241,0.5484590180088514
0.808871989287229,0.7527948777441025,0.8278150888102368,0.5185885895219777,0.5944257260665998,0.1956788646861273,0.8055167388254745
0.5742340698858682,0.7008274136664552,0.36370920416757774,0.6411737410538193,0.5743407902916882,0.5021024431615116,0.4148279817143894
0.8762459420020984,0.7942625159341564,0.7831959654715043,0.6206804614514735,0.659560161277058,0.7681135481667716,0.8068679317111006
0.40296006875815177,0.6193455755018467,0.4631195627620451,0.536070323962864,0.4593149839168324,0.28045472729515636,0.39750445094661035
0.8890218103189943,0.8875412291499626,0.8454004716183339,0.7244059351937548,0.7485510909180515,0.6573809969090721,0.8331605624042997
0.3633233601435735,0.3758985356038799,0.263863701922258,0.2940786312840114,0.24308661255351566,0.4884019780126586,0.29790784434306233
0.8392319453263305,0.867483710036832,0.6982693659412811,0.7205134244872642,0.6362928866408047,0.8406448432577603,0.7578754209711527
0.5067069495717149,0.4267500583255922,0.6325444533694106,0.3592916460174727,0.4950300327325983,0.06059742799670296,0.5073498515369443
0.9292978933412721,0.9026672512969558,0.7572003977200723,0.7348052924745437,0.7826393061318961,0.19623405857345874,0.8508015862975083
0.24395765473576128,0.3167522380906991,0.4694960949602422,0.30107884148461544,0.1351999459620407,0.47705822906170586,0.2410958244419814
0.696878809171365,0.8086008699019552,0.9136137311809774,0.7044569457941283,0.41418371247497016,0.8235583558743168,0.6610345190561102
0.7815337972387476,0.5756067652490471,0.17340491806543923,0.35324619820886255,0.6966500942674299,0.14961703243084892,0.727314867186803
0.6325264896735537,0.90181441878671,0.48623636927535097,0.759824978738673,0.4653332436696819,0.4167237941839932,0.5513984463398806
0.8565224936743946,0.331236984751949,0.8465306508144699,0.32162437475699146,0.7057016734906714,0.7274380146430734,0.8135800095114079
0.45793131520623476,0.8067729140271162,0.27621885921633965,0.6734440883575249,0.4826053944818296,0.4685802447541666,0.36264651051823615
0.913093247053994,0.5690161409427146,0.7041352722753701,0.5705194556810501,0.7190132014323329,0.7696658979353054,0.7951244562483238
0.29811289151758413,0.9034565035253816,0.6167281101396312,0.663862370368137,0.37706741139134314,0.29835358959392017,0.4110366247549533
0.7741655504930596,0.3270178913565551,0.8047412463349813,0.49168194556528194,0.7231530593443155,0.6651148238710731,0.8449558673023223
0.6411087814163516,0.8171642422740645,0.40161019965050926,0.7408124205448436,0.4668781456454344,0.5094271976536261,0.2707732867314728
0.8579749921855339,0.5634246507736737,0.8243438135320834,0.4039771963757716,0.6992766931937459,0.757193032533815,0.6974533576063
0.4443826123367682,0.9149403681532363,0.3352034181756373,0.709066389470727,0.4401677312545659,0.3878756320841844,0.6273074952885808
0.9017928141479781,0.29140794982293344,0.786363335625586,0.4645601782993764,0.7155011159016547,0.7063917384490085,0.7799204699974015
0.32843179948770124,0.7702166709977708,0.42877360827658784,0.7610562106628831,0.469995997357292,0.46821704535418196,0.4476388383631985
0.8257536975418195,0.6648413855073347,0.8532810420982713,0.3468366639698528,0.7547108647561814,0.7659608961575374,0.8490091264601785
0.527220978107326,0.8271708259839727,0.2303178492559709,0.668387047844774,0.29007936146657326,0.35092651114005613,0.2544853257687251
0.9294072805240091,0.5291026792875736,0.6279936599405315,0.5830921890647709,0.6415877298463115,0.7520005772019016,0.6859126288229586
0.24680044002963347,0.9125696676819496,0.7248047663368287,0.671969671913494,0.5403879822766423,0.35941414391466003,0.6462988683900701
