U,V,W,X,Y,Z
0.6671150143976754,0.7411125086006728,0.4062968918765424,0.1755609754762945,0.17331719385038188,0.33029808855520376
0.7806767393237113,0.5406943518442983,0.7967726828833853,0.5442198408165602,0.5062960504720011,0.8047850953512474
0.4848151818282755,0.7761019411390637,0.45481947408769297,0.9326477173498743,0.7072214333875388,0.43271254451169805
0.7658902383651923,0.5147228100304619,0.8038204162452375,0.2361879820465068,0.4392477815520656,0.7743631173678617
0.6001058857717672,0.7912162370939007,0.44496175228205276,0.6783161041292297,0.7711611712540057,0.5877104600373196
0.7454500827696409,0.44833361182128884,0.8004494222656757,0.8204446599507331,0.363882827003874,0.7642759301331765
0.48803056152912866,0.8030961589029411,0.47178680783160704,0.553905226858062,0.6685291631959867,0.45252407120354626
0.8298569727938498,0.45107629837786206,0.7994114584291581,0.929074291705352,0.5976433787795449,0.8363633080581725
0.2525696240220086,0.7900809896660496,0.4735109452771785,0.24776614826278964,0.5474042904354046,0.23852149740589568
0.6765770024413025,0.547130571818427,0.8014365554329888,0.7007815959821693,0.7983151482198386,0.6567919992591247
0.6436896311212469,0.7921752114455358,0.4416969971045337,0.788422182687847,0.1888752862830029,0.6797089723376631
0.6709824582807362,0.43396692306476353,0.7998213476249589,0.627215543446254,0.49778265001894817,0.6244743049777611
0.669532776628313,0.8118649663340477,0.47731717333063167,0.8791489327013351,0.6963574432379723,0.7376199331054346
0.6126403002066998,0.3779441313123729,0.7974447484599773,0.39948528648620873,0.4686525476510897,0.4949249204432082
0.7923957272022002,0.7935404653743403,0.4986232178805804,0.9020119393008242,0.7449550261508868,0.8632036002353993
0.358504890935847,0.38938313615503906,0.7965057155943314,0.3323328664800599,0.3529952228666478,0.16793314630371992
0.809222760892276,0.8356232275253199,0.49764444599216473,0.8342978735878966,0.7238465515889623,0.5016654890815792
0.33491426130581226,0.2742963554858989,0.7894341077642747,0.519800943246936,0.4181518374415387,0.7860011957474066
0.763231723728475,0.7083422408066019,0.5459037212328904,0.9385257891509589,0.7280666551422165,0.4844009117658776
0.41791409106880273,0.5793076154837645,0.7917789201229104,0.2169336972582284,0.3701183011234236,0.7724744115113849
0.8683381660341215,0.8218670384588127,0.4560560856545875,0.6387242406279099,0.7505641633490074,0.5969246970724978
0.2288898606397621,0.29483350662523483,0.7965916945752726,0.8676409998339085,0.42008652029438964,0.7640143037059323
0.5835394020054034,0.7497934211010612,0.5238031185604831,0.4317987581066265,0.6761676966337907,0.4404942019220577
0.8109882665742686,0.5447471763997013,0.7954205128979112,0.9225107006717979,0.6015359913194503,0.8527205965116598
