X,Y,Z
0.9677571545943854,0.627610329221911,0.8385469747287072
0.12022078590277119,0.6740122491858133,0.215292210063485
0.38535536352644156,0.8026640388824139,0.6250666925584335
0.8865465773477561,0.4976712519440008,0.7878137480377014
0.3722128472701566,0.7886215056915967,0.38003266826091925
0.8575774753421032,0.5294828933287059,0.8278495362651194
0.44704916213912316,0.7878814514179078,0.2843502498655378
0.9160318980758093,0.5029147435566652,0.713623809780828
0.28254456764484104,0.7893099067287263,0.5435893325206996
0.7609544872549068,0.5495822094277785,0.8597113883079741
0.6647884445986803,0.7863365129593376,0.21857211842936172
0.8253823966513806,0.4454197409737017,0.5875048491406375
0.5382859297408263,0.8090533750588098,0.7297773055703272
0.914955117606407,0.43758785591504734,0.5990138794445634
0.29058967363331956,0.7972838256232806,0.6858566719119941
0.7635052481581234,0.5246029522095265,0.7267588724114503
0.6614738182220501,0.8091371494254818,0.5501430792562256
0.8358498975065171,0.40023392931390983,0.7922899736975709
0.5093400129535834,0.7927051239637078,0.3831063188914996
0.9144675039294123,0.4753505147510879,0.8108712850769504
0.29362253938084154,0.7829746191712126,0.32054813506886903
0.7631976571789924,0.5640650460934478,0.7817474090959935
0.6701847483669373,0.7757434474868591,0.4263005410652697
0.8224472705782311,0.47195245101985217,0.8232054196205156
0.5440522612849642,0.7994793727020595,0.3044796084246647
0.9199396962267914,0.45186946443365694,0.7356972052299506
0.2735539239621335,0.7926268489415221,0.49295493749238106
0.7386288556856587,0.5445109172739887,0.8814295267164843
0.723470470811056,0.797687696275408,0.16307763605177847
0.7453585574821867,0.4110830954509888,0.48025496036517773
0.7044575481940744,0.8064056536603157,0.8015145865170434
0.7690548751763161,0.3892186708385887,0.3930422772387467
0.6599578116646958,0.8040191933283072,0.7746190297489796
0.8208289268648803,0.4084273302110472,0.471398639507322
0.5489040227748697,0.8078467164478282,0.7961940676204845
0.9195068492335624,0.4281576635092776,0.4421785120044207
0.2728159737175501,0.7920148657311259,0.7697241700797881
0.7350670604112798,0.550580288936977,0.5838412325327712
0.7148141021480362,0.796856293135739,0.7622675566578159
0.7631543007976372,0.42021322547396306,0.483024321423182
0.6687698234554588,0.8265860037442843,0.7952057013068541
0.823574843538895,0.34275793743299504,0.4180032041781144
0.5358282574682363,0.7464347047652838,0.7869193185099481
0.9149341522027454,0.5723260676923768,0.47706413719865365
0.28557802860016795,0.7400286367802353,0.774665835168604
0.762609842666239,0.6514393179628197,0.5844313542071731
0.6750949633984196,0.6804883142356574,0.754424807128953
0.8117997410270256,0.6624294647823804,0.5079311805800183
0.565122810294457,0.658585744655234,0.7962440667970032
0.9049019722211872,0.7201492102974894,0.44311201670631656
0.31819882562514873,0.5277359096302997,0.7770762384438327
0.7930113940067631,0.8859674065692423,0.5579050041017708
0.6158116820316472,0.12620282007705136,0.7656092865690304
0.8732200337825555,0.3824015941815282,0.5014529085526909
0.40261078669752226,0.7813179954439516,0.7733004044561496
0.8851155322363565,0.5468050074345115,0.5395133792593434
0.3683897868142113,0.7689680918037153,0.7541579459317085
0.8750161741511172,0.5655278801221415,0.5914702264062875
0.4105401614417815,0.7542468014980632,0.722074240366887
0.8939126168441942,0.599318617683624,0.6483627399106388
0.3557731900316928,0.7279201208807645,0.6484499451428041
0.8545120201558725,0.6631921964209121,0.7625753949440961
0.4537543079420194,0.646024668476007,0.4454983897316926
0.919194804905181,0.7691166961696307,0.8441304421756576
0.2647952503317581,0.4346075826121038,0.21833733992612359
0.7340050471053711,0.8899823866409834,0.6202592683969593
0.7208516503434168,0.13546464506754025,0.7165193323774
0.747777907841415,0.40682317644376437,0.5701823365907828
0.6937064167945509,0.8015259238436508,0.7696500297818966
0.7875376461076867,0.40184786642258663,0.4666789162336933
0.6129184718317786,0.805313957173115,0.8115043020734828
0.8699728289681666,0.41564037061803927,0.3989261325949312
0.4169060145933259,0.791483606210859,0.76752355351935
0.905594631048053,0.5003821666768093,0.5588748585367662
0.3198317177683605,0.7884282652711507,0.739605916520423
0.8103706305807044,0.5433637007502576,0.6311205105660755
0.5583404891066454,0.7741103967702353,0.6883228948277585
0.9127243438787195,0.5117910338567841,0.6637353984369362
0.296064091599143,0.7868136947737067,0.6194925344268533
0.7724965303867118,0.5543890898417837,0.8223873295714638
0.6448076183027299,0.7817723503045236,0.3148884994416792
0.844490262639498,0.46923910858015583,0.7315150670391806
0.484859562395143,0.8021322343555014,0.5220571580487656
0.9134782569497594,0.4734618387594886,0.8357871240438387
0.2867203632862574,0.7854086161689647,0.2433598782457991
0.7455684129125317,0.5586667351846156,0.643423046768261
0.7058470357143298,0.7894051422678456,0.6860863677614655
0.7691344345946275,0.4361839539740387,0.6392280046372395
0.652431429301013,0.808014788105133,0.6800146729862035
0.8414799616353426,0.4036653393189096,0.6676241297885753
0.49358932447149556,0.8020002176125495,0.6310017297997399
0.9236813569398294,0.46462528536108494,0.7728353833548172
0.2582369025425544,0.7849886223521868,0.40102724249299204
0.7049974374019955,0.5696496328648766,0.8638166849593304
0.7640357936667703,0.7801856475985898,0.22159787174025977
0.668368059424539,0.43727739517136993,0.587250383642099
0.8103032236069609,0.8353857467881622,0.7699370695675636
0.5655421708730388,0.2854210224892607,0.44274177965106537
0.9008408306833057,0.7140954938507877,0.8296102701881519
0.33388411463348966,0.5434106270347326,0.26560925431279014
